ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,event,survival_12m,churn_risk_12m,CLV_12m_AMD,at_risk_12m,survival_m1,survival_m2,survival_m3,survival_m4,survival_m5,survival_m6,survival_m7,survival_m8,survival_m9,survival_m10,survival_m11,survival_m12
532,Zone 1,9,29,Unmarried,9,39,Some college,No,Female,No,No,No,Basic service,No,0,0.7868991499427709,0.21310085005722912,13373.310148054798,False,0.9961857379422223,0.9840554418670113,0.9671364349584737,0.9477599791389097,0.9272170250740652,0.9062471883868302,0.8852875589961153,0.8646008102357292,0.8443448357290366,0.8246125546491447,0.8054556390007928,0.7868991499427709
533,Zone 2,51,48,Unmarried,27,58,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,0.9941907879880422,0.005809212011957832,14880.859321490734,False,0.9999944843227767,0.9999463839088242,0.9998202094211807,0.9995978785260037,0.9992716946433903,0.9988397381420431,0.9983033358582842,0.997665638913673,0.9969307964909255,0.996103462993873,0.9951884989278423,0.9941907879880422
534,Zone 1,33,34,Married,2,28,Did not complete high school,No,Female,No,Yes,No,E-service,No,0,0.8820397206830393,0.11796027931696074,14132.709301085917,False,0.9988844911322462,0.9943830038102226,0.9871202036144213,0.9779452500687519,0.967474701148579,0.9561383045929963,0.9442378027812106,0.9319881081348624,0.9195443696136473,0.9070198196635235,0.8944977512493548,0.8820397206830393
535,Zone 1,25,20,Unmarried,0,15,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.8093035795452368,0.1906964204547632,13560.50353248567,False,0.9969993324880734,0.9869735545984439,0.9725650346368407,0.9557287363035266,0.9376078365777805,0.9188862135918332,0.89998504374351,0.8811689462007839,0.8626056633391737,0.8444011279142194,0.8266208799733517,0.8093035795452368
536,Zone 3,31,34,Unmarried,9,105,College degree,No,Female,No,No,No,Plus service,No,0,0.9399345957195494,0.060065404280450596,14544.91225890125,False,0.999694406108314,0.9981597083786243,0.9953224422474025,0.9913912165295501,0.9865818241434872,0.9810766310033512,0.975023037358233,0.9685390160715646,0.9617190706709725,0.954639244509723,0.9473610659197361,0.9399345957195494
537,Zone 2,67,40,Married,10,80,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.8945649789660016,0.10543502103399838,14225.429452134202,False,0.999106589299551,0.9953559834739718,0.9891548691796701,0.9811904197191103,0.9719875416135326,0.9619239580736981,0.9512716077841427,0.9402284631931661,0.928940403920272,0.9175160687805511,0.9060370458873743,0.8945649789660016
538,Zone 3,55,45,Unmarried,8,36,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,0.9302875899099956,0.0697124100900044,14479.30464788506,False,0.999596397006404,0.9976581997105508,0.9941739395035115,0.9894374179351677,0.9837254493026364,0.977261867690564,0.9702222368197307,0.9627437884029065,0.9549342632784488,0.9468788070219593,0.9386451676487274,0.9302875899099956
539,Zone 3,19,50,Unmarried,7,112,College degree,No,Female,Yes,No,No,Total service,No,0,0.9580190802728491,0.0419809197271509,14663.971436315587,False,0.9998412110114401,0.9989588532135728,0.9972204960549101,0.9947050964048343,0.9915255029930562,0.9877892688631678,0.9835900955161958,0.9790073029607285,0.9741074223521271,0.968946170016179,0.9635702822134922,0.9580190802728491
540,Zone 1,39,34,Married,11,55,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.8679925999204805,0.1320074000795195,14026.601681084996,False,0.9986020396858502,0.9931882765574426,0.984672559478679,0.9740978113200239,0.9621843833098225,0.9494181573472112,0.9361313597719079,0.9225550467512464,0.9088522429530869,0.8951391930507703,0.8814993177145962,0.8679925999204805
541,Zone 2,52,35,Married,8,40,College degree,No,Male,Yes,No,Yes,Plus service,No,0,0.937916206407151,0.06208379359284899,14531.299184173984,False,0.9996750536344693,0.9980590540789746,0.9950897379509859,0.9909926847689434,0.9859961586398206,0.9802911471036146,0.9740309907371728,0.9673377801562795,0.9603088889869906,0.9530223647390075,0.9455411302993632,0.937916206407151
542,Zone 3,55,37,Married,15,23,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9849260569826611,0.015073943017338887,14829.099198890446,False,0.9999733333175512,0.9997827834993759,0.9993425640409225,0.9986320240358798,0.9976565982574878,0.9964319778056284,0.9949774874244354,0.9933131488067636,0.9914583554562428,0.9894312983078727,0.9872487548775557,0.9849260569826611
543,Zone 2,25,62,Unmarried,27,28,College degree,Yes,Female,Yes,No,Yes,Total service,Yes,1,0.9966000399420589,0.003399960057941076,14893.522579571874,False,0.9999976624467205,0.9999751014095413,0.9999119554259429,0.9997955645873436,0.9996188770317233,0.9993783877214708,0.9990728292740017,0.9987023580403104,0.9982680391107202,0.9977715133503674,0.9972147780006898,0.9966000399420589
544,Zone 3,33,58,Unmarried,12,21,High school degree,Yes,Female,No,No,No,Basic service,No,0,0.9551728572114265,0.04482714278857347,14645.601606464856,False,0.9998212364969845,0.9988455174501214,0.9969447871833202,0.9942155440307877,0.9907856308438248,0.9867739811876269,0.9822827437107371,0.9773974997394395,0.9721894392087753,0.9667177596302262,0.9610318062297426,0.9551728572114265
545,Zone 2,48,35,Unmarried,5,63,College degree,No,Male,No,No,Yes,Plus service,Yes,1,0.9268745735427052,0.0731254264572948,14455.773077781534,False,0.9995583479664156,0.9974684541320575,0.9937459241984073,0.9887170774591486,0.9826811008819394,0.9758766126531465,0.9684889774001029,0.9606619732476553,0.9525077299356536,0.9441143262221774,0.9355514452571074,0.9268745735427052
546,Zone 2,48,31,Married,12,52,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.8567822440987823,0.14321775590121766,13940.365553208043,False,0.9983501751420452,0.9921553350848693,0.9825943095717963,0.9708727198483567,0.9577938009207825,0.9438861880985374,0.9295040436822823,0.9148890962967575,0.9002087607557299,0.8855801111356936,0.8710853799364164,0.8567822440987823
547,Zone 2,49,57,Unmarried,3,189,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.9160627220719617,0.08393727792803829,14380.18050178047,False,0.9994258922332613,0.9968251589673363,0.9923170314181642,0.9863384001964391,0.9792615420465755,0.9713720049628878,0.9628854812033864,0.9539654943951488,0.9447370448290358,0.9352965272713102,0.9257188728247303,0.9160627220719617
548,Zone 3,54,32,Married,0,50,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,0.9388730318655514,0.06112696813444862,14537.760181352496,False,0.9996843032372505,0.9981070527257118,0.9952005586782813,0.9911822975126007,0.9862746004156746,0.98066436335778,0.9745021135596028,0.9679079951993784,0.9609780278821562,0.9537893156446662,0.9464041265133981,0.9388730318655514
549,Zone 1,45,32,Married,9,23,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0.8880110989518517,0.11198890104814829,14177.14025881498,False,0.9989937936758594,0.9948576649550649,0.988107690699655,0.97951445061167,0.9696506468367709,0.958921427118111,0.9476146201823141,0.9359373576339778,0.9240406345158666,0.912035721254758,0.900005290039169,0.8880110989518517
550,Zone 3,4,37,Married,1,33,High school degree,No,Female,No,Yes,No,Basic service,Yes,1,0.6784141992198528,0.3215858007801472,12396.69110658379,True,0.9902451129209785,0.965111734045171,0.9342023722600766,0.9016607517370605,0.8692672571086211,0.837824214530263,0.8076864848799084,0.7789900132460517,0.7517595495151688,0.7259628118083792,0.7015389892916708,0.6784141992198528
551,Zone 3,49,27,Married,3,29,Some college,No,Female,Yes,Yes,No,E-service,Yes,1,0.7498492116392657,0.25015078836073434,13052.84731713461,True,0.9945578390116319,0.9785203232954292,0.9571552228487366,0.9334280688170444,0.9088457000142367,0.8842104961348616,0.8599620476953118,0.8363416596861725,0.8134773565690201,0.791430420246608,0.7702220538868524,0.7498492116392657
552,Zone 2,23,35,Unmarried,2,96,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,1,0.6975009592680272,0.30249904073197276,12576.985317844797,True,0.991566681929165,0.9690712712787849,0.9408322556060614,0.9106922488984623,0.8803806145500702,0.850716760214525,0.8220901826068334,0.7946732539532118,0.7685240234413732,0.7436391546726453,0.7199824864039365,0.6975009592680272
553,Zone 2,31,44,Unmarried,23,80,Post-undergraduate degree,No,Male,No,Yes,No,E-service,Yes,1,0.9643287403233095,0.03567125967669049,14704.153667537614,False,0.9998813854397852,0.9991930440492348,0.9977993064713845,0.9957444843508362,0.9931101623361,0.9899794363122661,0.9864274380447985,0.9825194532478131,0.9783113815873358,0.9738508544784558,0.9691784391216252,0.9643287403233095
554,Zone 2,55,44,Married,2,68,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9739859961480336,0.026014003851966394,14764.059624903854,False,0.999931985024893,0.9995043627888446,0.9985935333298772,0.9972032513843969,0.9953735644930716,0.9931529292673725,0.990588943050408,0.9877252781567424,0.9846008951769164,0.9812501221624043,0.9777030468469753,0.9739859961480336
555,Zone 1,9,28,Unmarried,7,30,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.7591041826363103,0.2408958173636897,13134.165067057484,False,0.9949995688010221,0.979988599831774,0.95976762340071,0.9371434174556625,0.913572771472597,0.8898460569659934,0.8664051012064491,0.8434986731164095,0.8212638177190489,0.7997708609668528,0.779049453099969,0.7591041826363103
556,Zone 2,55,57,Married,25,34,High school degree,No,Male,No,No,No,Basic service,No,0,0.9923673048590698,0.007632695140930235,14871.003179634401,False,0.9999913980911534,0.9999203518485967,0.9997403446247554,0.9994306871965966,0.9989845844293525,0.9984024015152506,0.9976882245010915,0.9968480324553414,0.9958886892592563,0.9948173737346078,0.9936412543355506,0.9923673048590698
557,Zone 1,34,30,Unmarried,3,35,High school degree,No,Female,Yes,No,Yes,Plus service,No,0,0.8160374448591176,0.18396255514088244,13615.78418163638,False,0.997220694504773,0.9877900056536257,0.9741088208915837,0.9580211626969912,0.9406238281454589,0.9225815731426993,0.9043087573807811,0.8860689773312351,0.8680316985439893,0.8503058216778556,0.8329603368926002,0.8160374448591176
558,Zone 1,10,23,Unmarried,4,36,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.8616251878035365,0.13837481219646353,13977.786961687214,False,0.9984619329423173,0.9926102939486664,0.9835056993481579,0.9722826677379492,0.9597086613476528,0.9462940881926946,0.932383903030384,0.9182154669367355,0.9039545034534734,0.8897178970700818,0.8755885305796065,0.8616251878035365
559,Zone 2,62,76,Unmarried,20,35,Some college,Yes,Female,No,No,No,E-service,No,0,0.9993762642716754,0.000623735728324637,14907.297544169729,False,0.9999998303287276,0.9999976515228327,0.9999903296703588,0.9999749972648165,0.9999493512647581,0.9999116122243751,0.9998604323724943,0.9997948087482721,0.9997140115113986,0.9996175270293682,0.9995050131810714,0.9993762642716754
560,Zone 2,51,36,Unmarried,13,62,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,0.8159187662133254,0.18408123378667463,13614.81386634854,False,0.9972168826454147,0.9877758548177649,0.9740819622052395,0.9579811719673568,0.9405711054029248,0.9225168644434266,0.9042329368864106,0.8859829436369439,0.8679363248724729,0.8502019327982006,0.8328486997300311,0.8159187662133254
561,Zone 1,65,48,Unmarried,28,94,Did not complete high school,No,Male,No,No,No,E-service,No,0,0.9966254378887535,0.0033745621112465374,14893.653387935923,False,0.9999976900971533,0.9999753652579189,0.9999128253793779,0.9997974812204748,0.9996223013218001,0.9993837751469132,0.9990806165891916,0.9987129568140961,0.9982818329786799,0.9977888573407345,0.9972359990189147,0.9966254378887535
562,Zone 3,53,33,Unmarried,1,60,Did not complete high school,No,Male,Yes,No,Yes,Total service,No,0,0.8560664824453528,0.14393351755464723,13934.813513885518,False,0.9983332717976253,0.9920869638567653,0.9824578609419085,0.9706621936115898,0.9575084767646275,0.943528006928946,0.9290762719489257,0.914395614451433,0.8996536728107599,0.8849675275566808,0.8704192976553826,0.8560664824453528
563,Zone 1,23,35,Unmarried,4,118,High school degree,No,Male,Yes,Yes,No,Basic service,Yes,1,0.42789098498063716,0.5721090150193628,9652.818713005927,True,0.9545462059462702,0.8786658871584304,0.8058833790073185,0.7408789589265854,0.6836460812283125,0.6332749904699848,0.5887720658500009,0.5492519351580659,0.5139689576173169,0.48230595658413405,0.45375371440693496,0.42789098498063716
564,Zone 3,1,30,Unmarried,3,135,College degree,No,Male,No,Yes,No,Basic service,Yes,1,0.49860333442240246,0.5013966655775975,10505.83169401288,True,0.9691798744531224,0.910943634787227,0.8510787033680888,0.7951162208814231,0.7441407661281285,0.6980446744434863,0.6563907378455731,0.6186803635461742,0.584440774391198,0.553250575658684,0.5247433066357361,0.49860333442240246
565,Zone 3,66,55,Unmarried,20,80,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9936467896811081,0.006353210318891911,14877.940426260337,False,0.9999936225697224,0.9999389778378072,0.9997972400586254,0.9995494239506466,0.9991879916900333,0.9987116224565593,0.9981224075979487,0.9974243020901393,0.9966222392909043,0.9957216114191987,0.9947279598409614,0.9936467896811081
566,Zone 3,8,27,Married,0,21,Some college,No,Female,No,Yes,No,E-service,No,0,0.8228987296053046,0.17710127039469536,13671.639422774599,False,0.9974357057766867,0.988593688732831,0.9756403767854332,0.9603080625865577,0.9436455065112817,0.9262969235560317,0.9086687863329705,0.8910228885033497,0.8735298563120659,0.8563011543536134,0.8394089336786414,0.8228987296053046
567,Zone 3,18,28,Married,3,22,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.8189622020356863,0.18103779796431374,13639.651941622573,False,0.9973136328743195,0.9881360552351841,0.9747667829846658,0.9590020403058325,0.9419182385935732,0.9241715058292136,0.9061729549823567,0.8881855078062597,0.8703791983026693,0.8528640772464279,0.8357105263975273,0.8189622020356863
568,Zone 3,36,32,Married,3,63,College degree,No,Male,No,Yes,No,E-service,No,0,0.8773854009654403,0.12261459903455973,14097.796425326726,False,0.9987948910016906,0.9939993325135873,0.9863285497963137,0.9766945668836513,0.9657482666039132,0.9539382822341421,0.9415768131800851,0.9288844588025681,0.9160192716578548,0.903095729365865,0.8901973715551157,0.8773854009654403
569,Zone 1,13,40,Unmarried,16,142,High school degree,No,Female,No,No,No,Basic service,Yes,1,0.9077156189165885,0.09228438108341153,14320.775353141109,False,0.9993109380398603,0.9962847487421287,0.9911393477030188,0.9844042899561538,0.9765101711314694,0.9677786282035453,0.9584478932872024,0.9486956495673573,0.9386557509687448,0.928430014361694,0.9180965359321709,0.9077156189165885
570,Zone 3,4,44,Unmarried,15,32,Some college,No,Female,Yes,Yes,Yes,Plus service,Yes,1,0.8514588925386559,0.14854110746134408,13898.942473893176,False,0.9982220501372282,0.9916398357562582,0.9815687117292272,0.9692938015335252,0.955657550098242,0.9412081765303825,0.9263094811937944,0.911207564376646,0.8960713413057222,0.8810178021431019,0.8661282288772016,0.8514588925386559
571,Zone 3,20,32,Unmarried,10,19,Some college,No,Male,No,Yes,No,E-service,No,0,0.8533306104781564,0.1466693895218436,13913.541425734637,False,0.99826773623136,0.9918229340003197,0.9819321578497409,0.9698524221839103,0.9564124018937773,0.9421534857451493,0.9274361435727957,0.9125049899394808,0.8975284552283356,0.882623593777037,0.867872049641506,0.8533306104781564
572,Zone 1,66,39,Married,12,60,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.9011206586752547,0.0988793413247453,14273.222659524381,False,0.9992120718500914,0.9958308238607733,0.9901637285412312,0.9828176912947552,0.974270291047178,0.9648714423414926,0.954876572790857,0.9444738551204327,0.9338034682225956,0.9229709100771162,0.9120562517524806,0.9011206586752547
573,Zone 3,67,47,Married,7,97,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9856465023780536,0.014353497621946376,14833.253453607285,False,0.999975449194878,0.999798091474756,0.9993854913603802,0.998716334353712,0.997794385924767,0.996633535587071,0.9952514370082617,0.9936666406519208,0.9918972722167071,0.9899604400643104,0.9878720005637834,0.9856465023780536
574,Zone 1,11,24,Married,0,31,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.6859913749518164,0.3140086250481836,12468.704482485302,True,0.9907857736639795,0.9667181863666685,0.9368791074405186,0.9052944370159285,0.8737264596157641,0.8429858597502463,0.8134423210953989,0.7852469713058063,0.7584382659686444,0.7329957433510425,0.7088686014006004,0.6859913749518164
575,Zone 1,6,26,Unmarried,7,30,Some college,No,Female,No,Yes,No,Basic service,Yes,1,0.5058144980913624,0.49418550190863764,10588.971268219877,True,0.9704165359834673,0.9138208089872227,0.8552336354877508,0.8002120715961176,0.7499207715212907,0.704318277350254,0.6630161433847774,0.6255510870120362,0.5914760472880867,0.5603885811819698,0.5319363770050526,0.5058144980913624
576,Zone 2,13,23,Married,4,31,Did not complete high school,No,Female,Yes,Yes,No,Basic service,No,0,0.42949253311204616,0.5705074668879538,9672.943230834046,True,0.954934712592867,0.8794864376187043,0.8070031475755894,0.7421982611842115,0.6850966239033299,0.6348098479249566,0.5903584911547971,0.5508667230700722,0.5155954586199938,0.4839321176999955,0.45537076449577785,0.42949253311204616
577,Zone 2,2,29,Married,3,44,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.7642579311384892,0.23574206886151083,13179.082521675236,False,0.9952351372187689,0.9807811311890197,0.9611877127963756,0.9391732050125544,0.9161653363123639,0.8929467022255935,0.8699595397404948,0.8474561597710397,0.8255781838973313,0.804400650035267,0.7839576764259237,0.7642579311384892
578,Zone 1,4,40,Unmarried,12,38,High school degree,No,Male,No,No,No,Basic service,No,0,0.8844922975751017,0.11550770242489827,14151.007580136027,False,0.9989301465732694,0.9945803441131673,0.987529626716764,0.9785945907157246,0.9683737524022111,0.9572868038355254,0.9456298393975061,0.9336146413592379,0.9213947109611624,0.9090825246669298,0.8967611622508843,0.8844922975751017
579,Zone 1,34,63,Married,10,23,High school degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.9705806786273252,0.029419321372674778,14743.172846456526,False,0.9999156433259436,0.9994012747827438,0.9983267119060503,0.9967081669209562,0.9945993486525352,0.9920604604901562,0.9891486326133562,0.9859151442973154,0.9824050034620628,0.978657349958432,0.9747061095644146,0.9705806786273252
580,Zone 1,13,34,Married,6,37,Some college,No,Male,No,No,No,Plus service,No,0,0.9636321747499598,0.03636782525004023,14699.755798084003,False,0.9998772271456662,0.9991683601343582,0.9977376521124895,0.9956329404960294,0.9929391171218763,0.9897419183220567,0.9861185107207202,0.98213573713964,0.97785069017027,0.9733119182478122,0.9685606958828697,0.9636321747499598
581,Zone 2,37,40,Married,14,26,High school degree,No,Male,No,No,No,E-service,No,0,0.9911611772716429,0.00883882272835712,14864.380070392575,False,0.9999890545935255,0.9999013276121079,0.9996832767265525,0.9993131134413061,0.9987851709013333,0.9981017161193867,0.9972689305934944,0.9962948428710512,0.9951882241544328,0.9939579858908347,0.9926128507316347,0.9911611772716429
582,Zone 1,45,30,Married,8,38,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9597702861595544,0.0402297138404456,14675.200106742213,False,0.9998529272770516,0.9990262247808472,0.997385672723364,0.9950000135359677,0.9919731345333452,0.988405686421822,0.9843861903321617,0.9799900896346926,0.9752810053937707,0.9703124604220649,0.9651295322747815,0.9597702861595544
583,Zone 2,71,70,Unmarried,30,153,Some college,Yes,Female,No,No,Yes,Plus service,No,0,0.9993827823278499,0.0006172176721500611,14907.32797900364,False,0.9999998330011359,0.9999976850085931,0.9999904591512453,0.9999753166756307,0.9999499742343445,0.9999126651454854,0.9998620493814714,0.9997971281242917,0.9997171730942683,0.9996216703662442,0.999510276198232,0.9993827823278499
584,Zone 1,35,40,Unmarried,5,49,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.8344431095067761,0.16555689049322386,13764.534793418483,False,0.9977741844220894,0.98988252385046,0.9781232597786058,0.9640441393868728,0.9486115813634077,0.9324329504570008,0.9158993488805625,0.8992678110680239,0.8827095494914292,0.8663392752585763,0.850233628017731,0.8344431095067761
585,Zone 3,44,41,Unmarried,21,51,Some college,No,Male,No,Yes,No,Basic service,No,0,0.8112615805692016,0.1887384194307984,13576.62453826093,False,0.9970647693611447,0.9872138008581353,0.9730180836798064,0.956400201109083,0.9384899275080646,0.9199656891285399,0.9012467755135164,0.8825975848535712,0.8641864199987228,0.8461201224219199,0.8284652704570385,0.8112615805692016
586,Zone 3,44,45,Married,19,88,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9941189552445875,0.005881044755412512,14880.47501050806,False,0.999994373462714,0.9999454241682945,0.9998172201391168,0.9995915534646437,0.999260742799414,0.9988229431973197,0.9982795792875058,0.9976339061539893,0.9968901750834928,0.9960531370148615,0.995127741877368,0.9941189552445875
587,Zone 1,26,41,Married,20,19,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.96567396318287,0.03432603681712998,14712.619076533898,False,0.9998892220868321,0.999239880914819,0.9979167608822326,0.9959575828347578,0.9934376532972599,0.9904350159287327,0.9870208867378913,0.9832575408263684,0.9791985615451916,0.9748897925060065,0.9703704164082086,0.96567396318287
588,Zone 2,42,46,Married,9,31,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.9456981347369489,0.05430186526305114,14583.439470337968,False,0.9997463541082879,0.9984345776431081,0.9959643508974524,0.9924984532014827,0.9882180418623839,0.9832810937299832,0.9778179469667984,0.97193457821682,0.9657170089124572,0.9592352672272024,0.9525466211265028,0.9456981347369489
589,Zone 2,41,47,Married,6,90,High school degree,No,Male,No,Yes,No,Basic service,Yes,1,0.8164967862475156,0.18350321375248435,13619.538409852801,False,0.9972354181786506,0.9878446956473999,0.9742126585127739,0.9581758061703131,0.940827743353996,0.9228318836820582,0.9046020883397041,0.8864018570639434,0.8684007519140267,0.8507078597768558,0.8333923936855512,0.8164967862475156
590,Zone 1,31,24,Married,3,14,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0.7882669283728592,0.21173307162714083,13384.881353585866,False,0.9962389229225548,0.9842426303744416,0.9674808143246284,0.9482615145325044,0.9278669842935161,0.9070337999441311,0.8861983838318148,0.8656237645049721,0.8454686165684948,0.8258267893394058,0.8067509037585021,0.7882669283728592
591,Zone 3,62,63,Unmarried,43,341,High school degree,No,Male,Yes,Yes,No,Plus service,Yes,1,0.9933089257780996,0.006691074221900406,14876.118063501153,False,0.9999930618584975,0.9999342210403338,0.9997825987602087,0.9995187036513461,0.9991351452646611,0.9986310116979681,0.9980088955537828,0.9972732691785077,0.996429564803026,0.9954836400682452,0.9944414629559953,0.9933089257780996
592,Zone 1,12,23,Married,2,24,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.698923293404758,0.301076706595242,12590.274262752455,True,0.9916598962542075,0.9693548896605322,0.9413114372363044,0.911349177638259,0.881192967040852,0.851662964283099,0.8231508899378686,0.7958315893327956,0.7697654296274437,0.744951120289563,0.7213542612433366,0.698923293404758
593,Zone 2,45,49,Married,27,81,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9980635938913994,0.0019364061086005746,14900.940020893815,False,0.9999990354605589,0.9999887455561806,0.9999580384742981,0.9998988566375957,0.9998059195515994,0.9996759301046836,0.9995069685268005,0.9992980730906927,0.9990489524748621,0.9987597864862948,0.9984310861071151,0.9980635938913994
594,Zone 1,47,34,Married,4,63,High school degree,No,Female,No,No,No,Basic service,No,0,0.8665386748247894,0.1334613251752106,14015.494332943994,False,0.9985707236517312,0.9930583137644994,0.9844092671351466,0.9736872256622046,0.9616233013929271,0.9487090305436752,0.9352796072559635,0.9215675834261281,0.9077366476653003,0.8939032301283851,0.8801506607819762,0.8665386748247894
595,Zone 2,23,22,Married,1,27,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9032273493741388,0.09677265062586116,14288.470981908833,False,0.9992444362245071,0.9959784133298811,0.990479680453184,0.9833300533994274,0.9749920271824225,0.9658065123862649,0.9560235056442488,0.9458278970345367,0.9353579093542351,0.9247179219425034,0.913987424536068,0.9032273493741388
596,Zone 3,39,34,Unmarried,4,20,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.7102151255558483,0.2897848744441517,12695.058023639107,True,0.9923750407395862,0.9715516103300722,0.945043603150913,0.9164860460984956,0.8875647298923355,0.8591032805115248,0.8315093363325918,0.8049761873723416,0.7795817889238256,0.7553405331168148,0.7322316164688847,0.7102151255558483
597,Zone 2,19,26,Unmarried,2,48,Some college,No,Male,Yes,No,Yes,Plus service,No,0,0.7755062559629368,0.22449374403706324,13276.208642543485,False,0.9957242185077005,0.9824496062300961,0.9642018061752295,0.943506357039469,0.9217248007623278,0.8996201382584501,0.8776334513927304,0.8560232568026478,0.8349400451365876,0.8144683183949297,0.7946513451870818,0.7755062559629368
598,Zone 1,13,54,Unmarried,12,121,College degree,No,Male,No,No,Yes,Plus service,No,0,0.9863080839868458,0.013691916013154226,14837.05191786549,False,0.9999773245059479,0.9998117938726947,0.9994241392193514,0.998792551946107,0.9979193449649575,0.9968168036273956,0.9955010763653745,0.9939893780306389,0.9922986763986809,0.990445086068536,0.988443614058935,0.9863080839868458
599,Zone 2,5,33,Unmarried,6,39,Some college,No,Male,No,No,Yes,Total service,Yes,1,0.9421877889784676,0.057812211021532445,14560.035669022054,False,0.999715296734437,0.9982693846676378,0.9955773971446965,0.9918295550908613,0.9872279329116593,0.9819453175203312,0.9761224543075696,0.9698726672359924,0.9632871939987983,0.9564397779832531,0.9493903313596478,0.9421877889784676
600,Zone 2,11,19,Unmarried,0,21,High school degree,No,Male,No,No,No,Basic service,Yes,1,0.5901034244175779,0.4098965755824221,11513.409615156224,True,0.9821437870884809,0.9427057850106433,0.898381458745612,0.8544278602408745,0.8125887071603548,0.7734018566825234,0.7369414975251727,0.7030969807624956,0.6716880926746028,0.6425152871126018,0.6153818703444414,0.5901034244175779
601,Zone 3,4,32,Unmarried,2,53,College degree,No,Male,No,No,No,Basic service,Yes,1,0.7431476049979051,0.2568523950020949,12993.438288298898,True,0.9942225789871646,0.9774204515872142,0.9552132506085702,0.930681195544959,0.9053655585141183,0.8800758075220911,0.8552486972406439,0.8311192426378109,0.8078082977659894,0.7853701352646107,0.7638195091616882,0.7431476049979051
602,Zone 3,17,42,Unmarried,8,58,Did not complete high school,No,Male,Yes,Yes,No,E-service,Yes,1,0.8197782904256757,0.18022170957432426,13646.296248296847,False,0.9973392230786994,0.9882316926000156,0.9749490179686962,0.9592741309134715,0.9422777300990401,0.9246135019166001,0.9066916227593396,0.8887748012407839,0.8710332104588604,0.8535772069730485,0.8364775491555033,0.8197782904256757
603,Zone 2,7,27,Unmarried,3,39,Some college,No,Male,No,No,Yes,Basic service,Yes,1,0.7076746126115442,0.2923253873884558,12671.593816791466,True,0.9922179451848305,0.9710658128734028,0.944215014244341,0.915342432984438,0.8861431481530513,0.857440388723849,0.8296384797705798,0.8029267456821534,0.7773793112008013,0.7530071273054686,0.7297863917473355,0.7076746126115442
604,Zone 1,19,65,Unmarried,3,108,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.9868187037370927,0.013181296262907316,14839.97259332097,False,0.9999787273379569,0.9998221338372928,0.9994534525005799,0.9988505704618297,0.9980147340247039,0.9969570249092717,0.9956924501981832,0.9942372048789078,0.992607367765136,0.9908182870962524,0.9888843123243947,0.9868187037370927
605,Zone 2,32,34,Married,0,38,Did not complete high school,No,Male,No,No,No,E-service,No,0,0.9602899449411603,0.03971005505883973,14678.521072989268,False,0.9998563201637025,0.9990458682605199,0.9974340254839184,0.9950865900030338,0.9921048303793368,0.9885873649440934,0.9846211808280682,0.9802805679146914,0.9756282775229823,0.9707171740436858,0.9655918349426968,0.9602899449411603
606,Zone 2,53,51,Unmarried,31,245,College degree,No,Male,No,No,No,E-service,No,0,0.9980678104678881,0.0019321895321119387,14900.96098326159,False,0.9999990387318509,0.9999887798658605,0.9999581580293463,0.9998991305716495,0.9998064240862992,0.9996767438676935,0.9995081697742009,0.9992997380644503,0.9990511544497186,0.9987625952437319,0.9984345676778174,0.9980678104678881
